haul_id,year,year_f,year_ct,quarter,quarter_f,survey,survey_f,lat,lon,X,Y,family,family_f,catch_kg_km2
2013_1_OXBH_1_94_57.7082_11.34,2013,2013,0,1,1,IBTS,IBTS,57.70817,11.34,281.967,6402.111,Other,Other,14.226277372262773
2013_1_OXBH_1_94_57.7082_11.34,2013,2013,0,1,1,IBTS,IBTS,57.70817,11.34,281.967,6402.111,Pleuronectidae,Pleuronectidae,51.350364963503644
2013_1_OXBH_1_94_57.7082_11.34,2013,2013,0,1,1,IBTS,IBTS,57.70817,11.34,281.967,6402.111,Scombridae,Scombridae,0
2013_3_OXBH_8_10_57.4872_9.0897,2013,2013,0,3,3,IBTS,IBTS,57.48717,9.08967,145.931,6387.039,Clupeidae,Clupeidae,0
2013_3_OXBH_8_10_57.4872_9.0897,2013,2013,0,3,3,IBTS,IBTS,57.48717,9.08967,145.931,6387.039,Gadidae,Gadidae,0.8320000000000001
2013_3_OXBH_8_10_57.4872_9.0897,2013,2013,0,3,3,IBTS,IBTS,57.48717,9.08967,145.931,6387.039,Other,Other,166.38
2013_3_OXBH_8_10_57.4872_9.0897,2013,2013,0,3,3,IBTS,IBTS,57.48717,9.08967,145.931,6387.039,Pleuronectidae,Pleuronectidae,151.232
2013_3_OXBH_8_10_57.4872_9.0897,2013,2013,0,3,3,IBTS,IBTS,57.48717,9.08967,145.931,6387.039,Scombridae,Scombridae,17.384
2013_3_OXBH_8_11_57.6015_9.143,2013,2013,0,3,3,IBTS,IBTS,57.6015,9.143,150.22,6399.461,Clupeidae,Clupeidae,0
2013_3_OXBH_8_11_57.6015_9.143,2013,2013,0,3,3,IBTS,IBTS,57.6015,9.143,150.22,6399.461,Gadidae,Gadidae,3.7718631178707223
2013_3_OXBH_8_11_57.6015_9.143,2013,2013,0,3,3,IBTS,IBTS,57.6015,9.143,150.22,6399.461,Other,Other,237.0874524714829
2013_3_OXBH_8_11_57.6015_9.143,2013,2013,0,3,3,IBTS,IBTS,57.6015,9.143,150.22,6399.461,Pleuronectidae,Pleuronectidae,385.4220532319391
2013_3_OXBH_8_11_57.6015_9.143,2013,2013,0,3,3,IBTS,IBTS,57.6015,9.143,150.22,6399.461,Scombridae,Scombridae,108.36501901140684
2013_3_OXBH_8_13_57.7403_9.1723,2013,2013,0,3,3,IBTS,IBTS,57.74033,9.17233,153.299,6414.731,Clupeidae,Clupeidae,184.2281879194631
2013_3_OXBH_8_13_57.7403_9.1723,2013,2013,0,3,3,IBTS,IBTS,57.74033,9.17233,153.299,6414.731,Gadidae,Gadidae,3076.65100671141
2013_3_OXBH_8_13_57.7403_9.1723,2013,2013,0,3,3,IBTS,IBTS,57.74033,9.17233,153.299,6414.731,Other,Other,5.543624161073826
2013_3_OXBH_8_13_57.7403_9.1723,2013,2013,0,3,3,IBTS,IBTS,57.74033,9.17233,153.299,6414.731,Pleuronectidae,Pleuronectidae,159.8993288590604
2013_3_OXBH_8_13_57.7403_9.1723,2013,2013,0,3,3,IBTS,IBTS,57.74033,9.17233,153.299,6414.731,Scombridae,Scombridae,0
2013_3_OXBH_8_16_57.6878_9.447,2013,2013,0,3,3,IBTS,IBTS,57.68783,9.447,169.137,6407.523,Clupeidae,Clupeidae,0
2013_3_OXBH_8_16_57.6878_9.447,2013,2013,0,3,3,IBTS,IBTS,57.68783,9.447,169.137,6407.523,Gadidae,Gadidae,336.776
2013_3_OXBH_8_16_57.6878_9.447,2013,2013,0,3,3,IBTS,IBTS,57.68783,9.447,169.137,6407.523,Other,Other,250.112
2013_3_OXBH_8_16_57.6878_9.447,2013,2013,0,3,3,IBTS,IBTS,57.68783,9.447,169.137,6407.523,Pleuronectidae,Pleuronectidae,354.24
2013_3_OXBH_8_16_57.6878_9.447,2013,2013,0,3,3,IBTS,IBTS,57.68783,9.447,169.137,6407.523,Scombridae,Scombridae,65.6
2013_3_OXBH_8_18_57.6955_9.5325,2013,2013,0,3,3,IBTS,IBTS,57.6955,9.5325,174.294,6407.961,Clupeidae,Clupeidae,0
2013_3_OXBH_8_18_57.6955_9.5325,2013,2013,0,3,3,IBTS,IBTS,57.6955,9.5325,174.294,6407.961,Gadidae,Gadidae,1.4345991561181437
2013_3_OXBH_8_18_57.6955_9.5325,2013,2013,0,3,3,IBTS,IBTS,57.6955,9.5325,174.294,6407.961,Other,Other,59.43459915611814
2013_3_OXBH_8_18_57.6955_9.5325,2013,2013,0,3,3,IBTS,IBTS,57.6955,9.5325,174.294,6407.961,Pleuronectidae,Pleuronectidae,223.33333333333334
2013_3_OXBH_8_18_57.6955_9.5325,2013,2013,0,3,3,IBTS,IBTS,57.6955,9.5325,174.294,6407.961,Scombridae,Scombridae,527.0042194092828
2013_3_OXBH_8_19_58.037_9.6913,2013,2013,0,3,3,IBTS,IBTS,58.037,9.69133,186.73,6445.156,Clupeidae,Clupeidae,0
