ACC nummer,Individnummer,Art,Provlämnare,Fynddatum,År,Kvartal,Månad,Insamlingsmetod,Insamlingskommentar,Minålder,Maxålder,Kön,Längd (cm),Vikt (kg),Späcktjocklek (cm),Provtyper,Cestoder,Nematoder,Hårddelar sparade,Lokal,Ort,Län,Landskap,Area 1,Area 2,Finskt nr,NRM kommentar,Käke i frys,Individkommentar,Fyndplatskommentar,Latitud,Longitud,Uppskattad position,DNA-prov vävnad,DNA-prov mage,DNA-prov tarm,DNA-prov spillning,Parasitbelastning - hakmask,Provdel - colon på burk,Provdel - lever,Provdel - mage,Provdel - muskel,Provdel - späck,Provdel - tarm,Sköts i närheten av fiskeredskap,Tom colon,Tom mage
A2020/05551,A2020/05551,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,Skjuten,,,,120.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Västra götaland,58.33532,11.1319,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05552,A2020/05552,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,Skjuten,,,,158.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.66169,11.21117,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05553,A2020/05553,knubbsäl,Naturhistoriska Riksmuseet,2015-09-05,2015,Q3,09,Jakt,Skjuten,,,,115.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.3878,11.12338,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05563,A2020/05563,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,138.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"Tom mage
Jakt ""2015"" på lapp, men Jakt ""2016"" i data
Crustacean exoskeleton bits i colon",Lysekil,58.17,11.2,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05566,A2020/05566,knubbsäl,Naturhistoriska Riksmuseet,2015-12-15,2015,Q4,12,Jakt,"Mage, tarm",,,,120.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,57.98724,11.442205,Nej,Nej,,Ja,,,,,,,,,,,
A2020/05569,A2020/05569,knubbsäl,Naturhistoriska Riksmuseet,2015-12-28,2015,Q4,12,Jakt,"Skjuten vid hummertina - Mage, tarm",,,,152.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Vitarna/Hakefjorden,57.998326,11.766236,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05570,A2020/05570,knubbsäl,Naturhistoriska Riksmuseet,2016-01-03,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,160.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"jakt ""2015"" på lapp, men jakt ""2016"" i data.",Västra Götaland,58.61259,11.19499,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05571,A2020/05571,knubbsäl,Naturhistoriska Riksmuseet,2015-11-03,2015,Q4,11,Jakt,"Skjuten - Mage, tarm",,,,140.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Rörviken, Härön, Västra Götaland",58.00573333,11.49255,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05573,A2020/05573,knubbsäl,Naturhistoriska Riksmuseet,2016-01-03,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,128.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"Tom mage
Jakt ""2015"" på lapp, Jaky ""2016"" i data",Västra Götaland,58.61259,11.19499,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05574,A2020/05574,knubbsäl,Naturhistoriska Riksmuseet,2015-09-05,2015,Q3,09,Jakt,"Skjuten - Mage, tarm",0,1,,80.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,58.6355,11.209389,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05575,A2020/05575,knubbsäl,Naturhistoriska Riksmuseet,2015-11-01,2015,Q4,11,Jakt,"Skjuten vid hummertina - Mage, tarm",,,,130.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Crustacean exoskeleton bits,,58.04188,11.47804,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05576,A2020/05576,knubbsäl,Naturhistoriska Riksmuseet,2016-01-01,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,177.,,,,,,,,,Västra Götalands län,,,,,,,"Jakt ""2015"" på lapp, Jakt ""2016"" i data.
Crustacea remains",,58.545944,11.189611,Nej,,,,,,,,,,,,,,
A2020/05577,A2020/05577,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,135.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"Jakt ""2015"" på lappen, men ""2016"" i data. 
Tom mage",,58.564778,11.221944,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05579,A2020/05579,knubbsäl,Naturhistoriska Riksmuseet,2016-01-01,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,161.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.5971,11.20003,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05580,A2020/05580,knubbsäl,Naturhistoriska Riksmuseet,2015-12-15,2015,Q4,12,Jakt,Skjuten,,,,150.,,,,,50-99,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,57.98724,11.442205,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,Ja
A2020/05584,A2020/05584,knubbsäl,Naturhistoriska Riksmuseet,2016-01-01,2016,Q1,01,Jakt,Skjuten,,,,175.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.60136,11.21084,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05586,A2020/05586,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,Skjuten,,,,157.,,,,,50-99,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.661716,11.211693,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05587,A2020/05587,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",0,1,,120.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.336,11.13194,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05588,A2020/05588,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,167.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"Jakt ""2015"" på lapp, men Jaky ""2016"" i data",Västra Götaland,58.66169,11.21117,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05589,A2020/05589,knubbsäl,Naturhistoriska Riksmuseet,2016-01-01,2016,Q1,01,Jakt,"Skjuten - Mage, tarm",,,,147.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"Jakt ""2015"" på lapp,""2016"" i data
Hela Sprat (Length(L, cm) i mage: 
- 2 ind. L= 11
- 5 ind. L=11.5
- 6 ind. L=12
- 1 ind. L=13
- 1 ind. L=14
- 1 ind L= 14.5 
Ind without fin: 1=9 cm; 3=9.5 cm","Västra Götaland, Inga koordinater, ingen ort på jaktrapport.",58.9368,11.1186,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05590,A2020/05590,knubbsäl,Naturhistoriska Riksmuseet,2015-09-12,2015,Q3,09,Jakt,Skjuten,,,,140.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,Ramsö,58.49,11.04,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05592,A2020/05592,knubbsäl,Naturhistoriska Riksmuseet,2016-01-01,2016,Q1,01,Jakt,"Skjuten- Mage, tarm",,,,157.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"Jakt ""2015"" på lapp, men Jakt ""2016"" i data.
Fiskekrok i mage",Västra Götaland,58.54595,11.18962,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05598,A2020/05598,knubbsäl,Naturhistoriska Riksmuseet,2015-09-10,2015,Q3,09,Jakt,,,,,140.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,58.6282709,11.1816905,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05603,A2020/05603,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,"Skjuten - Mage, tarm",,,,118.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.54689,11.189275,Nej,Nej,,Ja,,,,,,,,,,,
A2020/05604,A2020/05604,knubbsäl,Naturhistoriska Riksmuseet,2015-09-12,2015,Q3,09,Jakt,Skjuten,,,,177.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland enl insamlare RT901 6500193 1230543,58.32272,11.10341,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05605,A2020/05605,knubbsäl,Naturhistoriska Riksmuseet,2015-09-15,2015,Q3,09,Jakt,"Mage, tarm",,,,125.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.6162295,11.1889459,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05606,A2020/05606,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,Skjuten,,,,127.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Mage: 20 fiskar utan huvuden FL-5-8 cm,,58.54689,11.189273,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05607,A2020/05607,knubbsäl,Naturhistoriska Riksmuseet,2015-09-11,2015,Q3,09,Jakt,Skjuten,,,,140.,,,,,,,,,Västra Götalands län,,,,,,,,Marstrand,57.88519,11.585062,Nej,,,,,,,,,,,,,,
A2020/05609,A2020/05609,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,"Skjuten - Mage, tarm",0,1,,95.,,,,,0,Ja,,,Västra Götalands län,,,,,,,Tom mage,,58.6865283,11.2124568,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05610,A2020/05610,knubbsäl,Naturhistoriska Riksmuseet,2015-09-12,2015,Q3,09,Jakt,Skjuten,,,,126.,,,,,,,,,,,,,,,,,Västra Götaland,,,Nej,,,,,,,,,,,,,,
A2020/05612,A2020/05612,knubbsäl,Naturhistoriska Riksmuseet,2015-09-12,2015,Q3,09,Jakt,Skjuten,,,,172.,,,,,,,,,,,,,,,,,Västra Götaland,,,Nej,,,,,,,,,,,,,,
A2020/05613,A2020/05613,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,"Skjuten - Mage, tarm",,,,150.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Crab carapax diameter = 3.8 cm,"Västra Götaland, Hummerskären",56.63652833,11.21245667,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05619,A2020/05619,knubbsäl,Naturhistoriska Riksmuseet,2015-04-01,2015,Q2,04,Jakt,Skjuten,,,,120.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Väst. Smögen,58.358056,11.157806,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05620,A2020/05620,knubbsäl,Naturhistoriska Riksmuseet,2015-09-12,2015,Q3,09,Jakt,"Skjuten - Mage, tarm",,,,157.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,58.663617,11.138688,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05621,A2020/05621,knubbsäl,Naturhistoriska Riksmuseet,2015-09-11,2015,Q3,09,Jakt,"Skjuten - Mage, tatm",,,,143.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Marstrand,57.88248333,11.57045,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05622,A2020/05622,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,Skjuten,,,,135.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.6368139,11.2113105,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05623,A2020/05623,knubbsäl,Naturhistoriska Riksmuseet,2015-08-24,2015,Q3,08,Jakt,Skjuten,0,1,,88.,,,,,0,Ja,,,Västra Götalands län,,,,,,,Blod i magen,Syd Marstrand,57.879908,11.547183,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05624,A2020/05624,knubbsäl,Naturhistoriska Riksmuseet,2019-02-23,2019,Q1,02,Jakt,Skjuten vid nät,6,,,155.,,,,,,,,,,,,,,,,,,,,Nej,,,,,,,,,,,,,,
A2020/05690,A2020/05690,knubbsäl,Naturhistoriska Riksmuseet,2015-08-23,2015,Q3,08,Jakt,Skjuten,,,,120.,,,,,0-9,Nej,,,Västra Götalands län,,,,,,,,Marstrand,57.879908,11.574183,Nej,,,,,,,,Ja,,,Ja,,Ja,Ja
A2020/05691,A2020/05691,knubbsäl,Naturhistoriska Riksmuseet,2015-08-30,2015,Q3,08,Jakt,Skjuten,0,1,,92.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,ej angivet,57.879908,11.574183,Nej,,,Ja,,,,,Ja,,,Ja,,,Ja
A2020/05696,A2020/05696,knubbsäl,Naturhistoriska Riksmuseet,2015-08-23,2015,Q3,08,Jakt,Skjuten,,,,120.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Syd om Marstrand,57.879917,11.574194,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05697,A2020/05697,knubbsäl,Naturhistoriska Riksmuseet,2015-09-11,2015,Q3,09,Jakt,Skjuten,0,1,,95.,,,,,0-9,Nej,,,Västra Götalands län,,,,,,,,Marstrand,57.879917,11.574194,Nej,,,,,,,,Ja,,,Ja,,Ja,Ja
A2020/05698,A2020/05698,knubbsäl,Naturhistoriska Riksmuseet,2015-08-23,2015,Q3,08,Jakt,Skjuten,0,1,,90.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,Syd om Marstrand,57.879917,11.574194,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05700,A2020/05700,knubbsäl,Naturhistoriska Riksmuseet,2015-08-30,2015,Q3,08,Jakt,Skjuten,,,,156.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Marstrand,57.879917,11.574194,Nej,,,Ja,,,,,Ja,,,Ja,,,Ja
A2020/05701,A2020/05701,knubbsäl,Naturhistoriska Riksmuseet,2015-08-23,2015,Q3,08,Jakt,Skjuten,,,,146.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Makrill 25 cm,Syd om Marstrand,57.879917,11.574194,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05711,A2020/05711,knubbsäl,Naturhistoriska Riksmuseet,2015-08-30,2015,Q3,08,Jakt,Skjuten,,,,107.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,57.879917,11.574194,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05712,A2020/05712,knubbsäl,Naturhistoriska Riksmuseet,2015-08-30,2015,Q3,08,Jakt,Skjuten,0,1,,82.,,,,,0,Nej,,,Västra Götalands län,,,,,,,,Sydvästr Marstrand,57.879917,11.574194,Nej,,,,,,,,Ja,,,Ja,,Ja,Ja
A2020/05713,A2020/05713,knubbsäl,Naturhistoriska Riksmuseet,2015-08-30,2015,Q3,08,Jakt,Skjuten,,,,92.,,,,,0,Nej,,,Västra Götalands län,,,,,,,,Marstrand,57.879917,11.574194,Nej,,,,,,,,Ja,,,Ja,,Ja,Ja
A2020/05714,A2020/05714,knubbsäl,Naturhistoriska Riksmuseet,2015-08-23,2015,Q3,08,Jakt,Skjuten,,,,88.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,Syd om Marstrand,57.879917,11.574194,Nej,,,Ja,,,,,Ja,,,Ja,,,Ja
A2020/05786,A2020/05786,knubbsäl,Naturhistoriska Riksmuseet,2019-10-07,2019,Q4,10,Jakt,Skjuten. Maginnehåll från NRM. Stenar,,,,153.,,,,,0-9,Nej,,,Västra Götalands län,,,,,,,,"Ramsö, Västra Götaland",58.49,11.04,Nej,,,,,,,,,,,,,Ja,Ja
A2020/05790,A2020/05790,knubbsäl,Naturhistoriska Riksmuseet,2015-08-23,2015,Q3,08,Jakt,Skjuten,,,,120.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,,58.01,11.79,Nej,,,Ja,,,,,Ja,,,Ja,,,Ja
A2020/05831,A2020/05831,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,Skjuten,,,,99.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,58.23333333,11.35,Nej,,,,,,,,Ja,,,Ja,,Ja,
A2020/05867,A2020/05867,knubbsäl,Naturhistoriska Riksmuseet,2019-10-01,2019,Q4,10,Jakt,Skjuten,,,,142.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Ramsö, Västra Götaland",58.49,11.04,Nej,,,,,,,,,,,,,,
A2020/05897,A2020/05897,knubbsäl,Naturhistoriska Riksmuseet,2015-08-03,2015,Q3,08,Jakt,"Skjuten - Mage, tarm",,,,137.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"i mage: sten, trä, Crustacea 
i colon: Crustacea ?",Västra Götaland,57.83583333,11.61493333,Nej,Nej,,Ja,,,,,,,,,,,
A2020/05902,A2020/05902,knubbsäl,Naturhistoriska Riksmuseet,2015-12-22,2015,Q4,12,Jakt,Skjuten vid sillgarn,,,,115.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Västra Götaland, Marstrand",57.88296667,11.57045,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05904,A2020/05904,knubbsäl,Naturhistoriska Riksmuseet,2015-08-18,2015,Q3,08,Jakt,"Skjuten - Mage, tarm",,,,116.,,,,,0,Ja,,,Västra Götalands län,,,,,,,green bones in the stomach,Västra Götaland,58.76666667,11.16666667,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05906,A2020/05906,knubbsäl,Naturhistoriska Riksmuseet,2015-12-22,2015,Q4,12,Jakt,Skjuten vid sillgarn,,,,122.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Marstrand,57.88136667,11.57015,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05908,A2020/05908,knubbsäl,Naturhistoriska Riksmuseet,2015-12-26,2015,Q4,12,Jakt,"Skjuten vid hummertinor - Mage, tarm",,,,152.,,,,,0,Ja,,,Västra Götalands län,,,,,,,Tom mage,Västra Götaland,57.97248333,11.69713333,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05914,A2020/05914,knubbsäl,Naturhistoriska Riksmuseet,2015-12-22,2015,Q4,12,Jakt,Skjuten vid sillgarn,,,,120.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,Marstrand,57.88136667,11.57015,Nej,,,Ja,,,,,Ja,,,Ja,,,Ja
A2020/05916,A2020/05916,knubbsäl,Naturhistoriska Riksmuseet,2015-08-18,2015,Q3,08,Jakt,Skjuten,,,,135.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Strömstad,58.88333333,11.1,Nej,,,Ja,,,,,Ja,,,Ja,,,
A2020/05920,A2020/05920,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,"Skjuten - Mage, tarm",,,,120.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.23333333,11.35,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05921,A2020/05921,knubbsäl,Naturhistoriska Riksmuseet,2015-09-09,2015,Q3,09,Jakt,"Skjuten - Mage, tarm",,,,138.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Tom colon?,,58.23333333,11.35,Nej,Nej,,Ja,,,,,,,,,,,
A2020/05922,A2020/05922,knubbsäl,Naturhistoriska Riksmuseet,2015-09-09,2015,Q3,09,Jakt,Skjuten,,,,135.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.23333333,11.35,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2020/05930,A2020/05930,knubbsäl,Naturhistoriska Riksmuseet,2015-09-04,2015,Q3,09,Jakt,,0,1,Hane,96.,,,,,0,Nej,,,Västra Götalands län,,,,,,,,,,,Nej,Ja,,Ja,,,,,,,,,,,
A2020/05931,A2020/05931,knubbsäl,Naturhistoriska Riksmuseet,2015-09-09,2015,Q3,09,Jakt,"Mage, tunntarm. Fiskekrok i magen",4,,Hona,119.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,,,Nej,Ja,,Ja,,,,,,,,,,,
A2021/05041,A2021/05041,knubbsäl,Naturhistoriska Riksmuseet,2020-10-18,2020,Q4,10,Jakt,Skjuten vid dörj,,,,147.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,St Risholmen,58.18148167,11.41413667,Nej,,,,,,,,,,,,,,
A2021/05044,A2021/05044,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid garn - Maginnehåll,,,,120.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Västra Götaland,58.32533333,11.21666667,Nej,Nej,,Nej,,,,,,,,,,,
A2021/05048,A2021/05048,knubbsäl,Naturhistoriska Riksmuseet,2020-10-18,2020,Q4,10,Jakt,Skjuten vid dörj,,,,168.,,,,,,Ja,,,Västra Götalands län,,,,,,,,St risholmen,58.183333,11.416667,Nej,,,,,,,,,,,,,,
A2021/05052,A2021/05052,knubbsäl,Naturhistoriska Riksmuseet,2020-10-11,2020,Q4,10,Jakt,Skjuten vid garn,,,,175.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.91197167,11.10866667,Nej,,,,,,,,,,,,,,
A2021/05073,A2021/05073,knubbsäl,Naturhistoriska Riksmuseet,2020-10-16,2020,Q4,10,Jakt,Skjuten vid dörj,,,,146.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,,58.11666667,11.4,Nej,,,,,,,,,,,,,,
A2021/05076,A2021/05076,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid dörj,,,,147.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.166667,11.3,Nej,,,,,,,,,,,,,,
A2021/05078,A2021/05078,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid dörj,,,,116.,,,,,0,Ja,,,Västra Götalands län,,,,,,,Ej oto - endast klo sparad,,58.166667,11.3,Nej,,,,,,,,,,,,,,
A2021/05081,A2021/05081,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid garn,,,,160.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,Tångeskärbrotten,58.67038833,11.17258333,Nej,,,,,,,,,,,,,,
A2021/05082,A2021/05082,knubbsäl,Naturhistoriska Riksmuseet,2020-10-16,2020,Q4,10,Jakt,Skjuten vid garn,,,,160.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"Bläckfisk, plast",,58.91063833,11.10686167,Nej,,,,,,,,,,,,,,
A2021/05083,A2021/05083,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid dörj,,,,120.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Skrämja,58.16666667,11.3,Nej,,,,,,,,,,,,,,
A2021/05086,A2021/05086,knubbsäl,Naturhistoriska Riksmuseet,2020-10-16,2020,Q4,10,Jakt,Skjuten,,,,175.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.91063833,11.10686167,Nej,,,,,,,,,,,,,,
A2021/05087,A2021/05087,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid dörj,0,1,,105.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Västra Götaland, Morö 5839798 1108377",58.663873,11.140695,Nej,,,,,,,,,,,,,,
A2021/05088,A2021/05088,knubbsäl,Naturhistoriska Riksmuseet,2019-10-01,2019,Q4,10,Jakt,Skjuten 50 m från fiskeredskap,0,1,,93.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,Blodig mage,Västra Götaland,57.73333333,11.58333333,Nej,,,,,,,,,,,,,,
A2021/05093,A2021/05093,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid dörj,,,,175.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,Fet fisk i magen,,58.6633,11.13955,Nej,,,,,,,,,,,,,,
A2021/05095,A2021/05095,knubbsäl,Naturhistoriska Riksmuseet,2020-10-16,2020,Q4,10,Jakt,Skjuten vid garn,,,,135.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,58.910639,11.106861,Nej,,,,,,,,,,,,,,
A2021/05097,A2021/05097,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid garn,,,,170.,,,,,,Ja,,,Västra Götalands län,,,,,,,,,58.670389,11.172583,Nej,,,,,,,,,,,,,,
A2021/05099,A2021/05099,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid garn,,,,170.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,"Västra Götaland 58°40'134""N 11°10'21,3""E",58.6689,11.17021667,Nej,,,,,,,,,,,,,,
A2021/05100,A2021/05100,knubbsäl,Naturhistoriska Riksmuseet,2020-10-11,2020,Q4,10,Jakt,Skjuten,,,,140.,,,,,0,Ja,,,Västra Götalands län,,,,,,,,,58.911972,11.108667,Nej,,,,,,,,,,,,,,
A2021/05108,A2021/05108,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid dörj,,,,181.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,58.6633,11.139617,Nej,,,,,,,,,,,,,,
A2021/05109,A2021/05109,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid garn,,,,130.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.6689,11.17021667,Nej,,,,,,,,,,,,,,
A2021/05110,A2021/05110,knubbsäl,Naturhistoriska Riksmuseet,2020-10-16,2020,Q4,10,Jakt,Skjuten vid garn.,,,,167.,,,,,10-49,Nej,,,Västra Götalands län,,,,,,,,Styrsö,58.91063833,11.10686167,Nej,,,,,,,,,,,,,Ja,Ja
A2021/05112,A2021/05112,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid dörj,,,,155.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,,58.127028,11.400389,Nej,,,,,,,,,,,,,,
A2021/05114,A2021/05114,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten,,,,173.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Västra Götaland 58°39,708""N 11°08,373""E",58.661228,10.983582,Nej,,,,,,,,,,,,,,
A2021/05188,A2021/05188,knubbsäl,Naturhistoriska Riksmuseet,2020-10-05,2020,Q4,10,Jakt,Skjuten - Maginnehåll på påse från NRM,,,,139.,,,,,,Ja,,,Västra Götalands län,,,,,,,"Forgot to sign, so we don¿t know if there are hard parts saved.","Skagerrak (58.564133, 11.1964500)",58.56241333,11.19645,Nej,,,,,,,,,,,,,,
A2021/05189,A2021/05189,knubbsäl,Naturhistoriska Riksmuseet,2020-10-05,2020,Q4,10,Jakt,Skjuten - Maginnehåll på påse från NRM,,,,141.,,,,,,Ja,,,Västra Götalands län,,,,,,,,"Skagerrak (58.5624133, 11.1964500)",58.56241333,11.19645,Nej,,,,,,,,,,,,,,
