ACC nummer,Individnummer,Art,Provlämnare,Fynddatum,År,Kvartal,Månad,Insamlingsmetod,Insamlingskommentar,Minålder,Maxålder,Kön,Längd (cm),Vikt (kg),Späcktjocklek (cm),Provtyper,Cestoder,Nematoder,Hårddelar sparade,Lokal,Ort,Län,Landskap,Area 1,Area 2,Finskt nr,NRM kommentar,Käke i frys,Individkommentar,Fyndplatskommentar,Latitud,Longitud,Uppskattad position,DNA-prov vävnad,DNA-prov mage,DNA-prov tarm,DNA-prov spillning,Parasitbelastning - hakmask,Provdel - colon på burk,Provdel - lever,Provdel - mage,Provdel - muskel,Provdel - späck,Provdel - tarm,Sköts i närheten av fiskeredskap,Tom colon,Tom mage
KS_2020_455,KS_2020_455,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_456,KS_2020_456,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_457,KS_2020_457,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_458,KS_2020_458,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_459,KS_2020_459,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_460,KS_2020_460,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_461,KS_2020_461,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_462,KS_2020_462,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_463,KS_2020_463,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_464,KS_2020_464,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_465,KS_2020_465,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_466,KS_2020_466,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_467,KS_2020_467,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_468,KS_2020_468,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_469,KS_2020_469,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_470,KS_2020_470,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_471,KS_2020_471,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_472,KS_2020_472,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_473,KS_2020_473,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_474,KS_2020_474,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_475,KS_2020_475,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_476,KS_2020_476,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_477,KS_2020_477,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_478,KS_2020_478,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_479,KS_2020_479,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_480,KS_2020_480,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_481,KS_2020_481,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_482,KS_2020_482,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_483,KS_2020_483,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_484,KS_2020_484,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_485,KS_2020_485,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_486,KS_2020_486,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_487,KS_2020_487,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_488,KS_2020_488,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_489,KS_2020_489,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_490,KS_2020_490,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_491,KS_2020_491,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_492,KS_2020_492,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_493,KS_2020_493,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_494,KS_2020_494,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_495,KS_2020_495,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_496,KS_2020_496,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_497,KS_2020_497,knubbsäl,Naturhistoriska Riksmuseet,2020-07-18,2020,Q3,07,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_498,KS_2020_498,knubbsäl,Naturhistoriska Riksmuseet,2020-12-14,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_499,KS_2020_499,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_500,KS_2020_500,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_501,KS_2020_501,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_502,KS_2020_502,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_503,KS_2020_503,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_504,KS_2020_504,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_505,KS_2020_505,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Hågarnsskär, Gullmaren",58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_506,KS_2020_506,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_507,KS_2020_507,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_508,KS_2020_508,knubbsäl,Naturhistoriska Riksmuseet,2020-12-11,2020,Q4,12,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Ärten, Gullmaren",58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
