Sample ID,Sample from,Subarea,Prey species (Eng),Prey remain,Left otolith,Right otolith,Wear class,n,Magnification,Otolith width lupp,Otolith length lupp,Otolith width (mm),Otolith length  (mm),Prey length measured (cm),Notes,Prey species (Eng),Family,Scientific Name
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.14,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.089,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.112,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.414,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.534,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.154,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.231,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.407,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.217,NA,NA,Length no ok,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Saithe/Pollock/Haddock,broken otolith,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,colon,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.176,2.45,NA,NA,Herring,Clupeidae,Clupea harengus
A2020/05576,colon,O-Län,Herring,broken otolith,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Herring,Clupeidae,Clupea harengus
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,3.012,7.814,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.408,6.139,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.657,6.961,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,3.046,7.347,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.247,5.849,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.457,6.529,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,1.971,4.866,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.335,5.564,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,1.975,4.96,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.201,5.426,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.165,5.333,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.028,4.994,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.158,5.485,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.251,5.346,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.271,5.801,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.211,5.909,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,colon,O-Län,Polychaeta,fragment,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Polychaete Worms,Polychaeta,Polychaeta
A2020/05576,colon,O-Län,unknown,green bones,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown
A2020/05576,colon,O-Län,stone,Non-prey item,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stone,Non-prey item,Non-prey item
A2020/05576,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.795,8.815,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2020/05576,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.802,8.889,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2020/05576,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.29,6.253,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2020/05576,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.168,5.768,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2020/05576,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,3.148,7.405,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05576,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,3.148,7.469,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05576,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.883,7.184,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05576,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.883,7.069,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05576,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.802,6.573,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05576,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.637,6.496,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05576,stomach,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.155,5.504,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,stomach,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.255,5.594,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,stomach,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.172,5.301,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,stomach,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.158,5.403,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,stomach,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.27,5.662,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,stomach,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.297,5.696,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,stomach,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,2.209,5.576,NA,NA,Gadidae,Gadidae,Gadidae
A2020/05576,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.27,6.287,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.331,6.386,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2020/05576,stomach,O-Län,Gobiidae,otolith,NA,NA,2,1,NA,NA,NA,1.564,2.146,NA,NA,Gobies,Gobiidae,Gobiidae
A2020/05576,stomach,O-Län,Gobiidae,otolith,NA,NA,2,1,NA,NA,NA,0.94,1.048,NA,NA,Gobies,Gobiidae,Gobiidae
A2020/05576,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.38,2.93,NA,NA,Herring,Clupeidae,Clupea harengus
A2020/05576,stomach,O-Län,Crustacea,fragment,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Crustaceans,Crustacea,Crustacea
A2020/05576,stomach,O-Län,stone,Non-prey item,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Stone,Non-prey item,Non-prey item
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,3.239,9.607,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,3.04,8.87,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,1.853,5.368,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.783,8.334,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.918,8.554,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.648,7.707,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.746,8.298,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.38,6.747,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.698,8.012,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.636,7.754,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.566,7.435,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.851,8.032,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.368,6.726,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,1,44,NA,NA,NA,2.67,7.8,NA,maginnehåll. Average value wear class 1 after subsample of 50 oto.,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.548,7.395,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.877,8.374,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.947,8.642,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.421,7.029,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.464,7.408,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.901,8.197,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.974,8.434,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.916,9.047,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.4,7.361,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.811,7.622,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.953,8.837,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.34,6.629,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.723,7.619,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.748,7.636,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.756,7.859,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.028,5.22,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.525,7.11,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.15,5.667,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.496,7.094,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.943,8.974,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.563,7.461,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.028,5.505,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.465,6.681,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,3.146,9.533,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,1.927,5.308,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.584,7.526,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.057,5.561,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.751,7.812,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.24,6.825,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.603,7.748,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.709,7.722,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,2,104,NA,NA,NA,2.58,7.41,NA,maginnehåll. Average value wear class 2 after subsample of 50 oto.,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,3.191,8.303,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.379,6.82,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.372,6.745,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.284,6.712,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,3.211,8.472,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.688,7.437,NA,maginnehåll,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Whiting,otolith,NA,NA,3,20,NA,NA,NA,NA,NA,NA,maginnehåll. Average value wear class 3 after subsample of 50 oto.,Whiting,Gadidae,Merlangius merlangus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,1,1,NA,NA,NA,2.729,7.622,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,1,1,NA,NA,NA,1.715,4.848,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,1,1,NA,NA,NA,2.037,5.522,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.772,4.638,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.803,5.058,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.717,7.297,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.434,7.008,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.79,4.946,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.813,5.035,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.365,6.482,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.621,7.293,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.772,4.605,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.942,5.46,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.385,3.61,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.772,4.729,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,2,1,NA,NA,NA,1.68,4.643,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.577,4.237,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.97,5.216,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.381,3.738,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.789,4.545,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.4,6.942,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.523,4.079,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.711,4.715,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.995,5.632,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.344,3.364,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.274,5.501,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.823,4.516,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.864,4.769,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.731,3.974,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.829,4.663,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.686,4.384,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.507,4.117,NA,maginnehåll,Haddock,Gadidae,Melanogrammus aeglefinus
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.576,6.018,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.59,6.574,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.577,6.015,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.002,4.89,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.211,5.28,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.138,5.291,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.576,6.436,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.133,5.54,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.167,5.355,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.554,6.437,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.207,5.455,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.026,5.06,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.459,6.379,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.324,6.028,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.246,5.5,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.113,5.093,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.429,6.273,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.68,6.61,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.482,5.834,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.152,5.003,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.351,5.725,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.444,5.875,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2020/05015,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.077,5.283,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
